,location,burn_in,long_term_degredation,initial_pce,module_cost,two_years_lcoe,five_years_lcoe,ten_years_lcoe,tw_five_years_lcoe
134,Paris,0.2,0.018,0.35,1.225,1.143969727,0.857010151,0.762508512,0.580159892
135,Paris,0.2,0.018,0.21,1.225,1.188915405,0.913348583,0.833366365,0.660607103
136,Paris,0.2,0.018,0.31,1.225,1.15266885,0.867914301,0.77622285,0.595730218
137,Paris,0.3,0.0,0.05,1.225,1.410868402,0.843812401,0.646821936,0.504384295
138,Paris,0.2,0.018,0.27,1.225,1.163945528,0.882049368,0.794000774,0.615914067
139,Paris,0.3,0.0,0.11,1.225,1.176326975,0.644208208,0.459354979,0.326193902
140,Paris,0.3,0.0,0.01,1.225,3.130840013,2.307577684,2.021580832,1.811115066
141,Paris,0.3,0.0,0.17,1.225,1.107344324,0.585501219,0.404217768,0.273785093
142,Paris,0.2,0.018,0.33,1.225,1.148055675,0.862131792,0.768950087,0.587473217
143,Paris,0.3,0.0,0.07,1.225,1.288013336,0.73925779,0.548624924,0.411046435
144,Paris,0.3,0.0,0.23,1.225,1.074352711,0.557424057,0.377847892,0.248720106
145,Paris,0.3,0.0,0.13,1.225,1.146257597,0.618617964,0.435320792,0.303349018
146,Paris,0.3,0.0,0.03,1.225,1.697530299,1.087773242,0.875948378,0.722172716
147,Paris,0.3,0.0,0.29,1.225,1.055012871,0.540965106,0.362389765,0.234026914
148,Paris,0.3,0.0,0.19,1.225,1.094031906,0.574171825,0.393577279,0.263671138
149,Paris,0.3,0.0,0.09,1.225,1.219760547,0.681171921,0.494071055,0.359192096
150,Paris,0.3,0.0,0.15,1.225,1.124206734,0.5998518,0.417695737,0.286596119
151,Paris,0.3,0.0,0.25,1.225,1.06687463,0.55105992,0.37187074,0.243038729
152,Paris,0.3,0.0,0.35,1.225,1.042303892,0.530149285,0.35223163,0.224371451
153,Paris,0.3,0.0,0.21,1.225,1.083255199,0.565000423,0.384963562,0.255483662
154,Paris,0.3,0.0,0.31,1.225,1.050229914,0.536894628,0.358566803,0.230393129
155,Paris,0.3,0.002,0.05,1.225,1.512248767,0.912798724,0.735724484,0.633504128
156,Paris,0.3,0.0,0.27,1.225,1.060504422,0.545638626,0.366779101,0.238199046
157,Paris,0.3,0.002,0.11,1.225,1.260853964,0.696875786,0.522491101,0.409697895
158,Paris,0.3,0.002,0.01,1.225,3.355811883,2.496234901,2.299437346,2.274751379
159,Paris,0.3,0.0,0.33,1.225,1.046026717,0.533317548,0.355207238,0.227199811
160,Paris,0.3,0.002,0.17,1.225,1.186914446,0.633369177,0.459775546,0.343872695
161,Paris,0.3,0.002,0.07,1.225,1.38056574,0.799696196,0.624030768,0.516272248
162,Paris,0.3,0.002,0.23,1.225,1.151552165,0.602996552,0.429781259,0.312391198
163,Paris,0.3,0.002,0.03,1.225,1.819509246,1.176704711,0.996343248,0.907045286
164,Paris,0.3,0.002,0.13,1.225,1.228623899,0.669193398,0.49515353,0.381004835
165,Paris,0.3,0.002,0.29,1.225,1.130822627,0.58519199,0.412198486,0.293936622
166,Paris,0.3,0.002,0.09,1.225,1.30740853,0.736861487,0.561978734,0.451143459
167,Paris,0.3,0.002,0.19,1.225,1.172645443,0.621113543,0.447672574,0.331169618
168,Paris,0.3,0.002,0.25,1.225,1.143536734,0.596112111,0.422982576,0.305255416
169,Paris,0.3,0.002,0.35,1.225,1.117200423,0.573491916,0.400644164,0.281809409
170,Paris,0.3,0.002,0.15,1.225,1.204988534,0.648892997,0.475105997,0.359963279
171,Paris,0.3,0.002,0.31,1.225,1.125695983,0.580788728,0.407850077,0.289372607
172,Paris,0.3,0.004,0.05,1.225,1.537908103,0.966882067,0.837196012,0.79678326
173,Paris,0.3,0.002,0.21,1.225,1.161094356,0.611192327,0.437874942,0.32088619
174,Paris,0.3,0.004,0.01,1.225,3.412752187,2.644136867,2.616577016,2.861045003
175,Paris,0.3,0.002,0.27,1.225,1.136708783,0.590247597,0.417191115,0.299176799
176,Paris,0.3,0.002,0.33,1.225,1.121190758,0.576919203,0.404028755,0.285361816
177,Paris,0.3,0.004,0.07,1.225,1.403990722,0.847078211,0.710097436,0.649336076
178,Paris,0.3,0.004,0.11,1.225,1.282247716,0.73816569,0.594553363,0.515293286
179,Paris,0.3,0.004,0.17,1.225,1.207053617,0.670896313,0.523188044,0.432502322
180,Paris,0.3,0.004,0.03,1.225,1.850382075,1.246424488,1.13375946,1.14082682
181,Paris,0.3,0.004,0.23,1.225,1.17109132,0.638724109,0.489056928,0.392906795
182,Paris,0.3,0.004,0.13,1.225,1.249470782,0.70884312,0.563445379,0.479204888
183,Paris,0.3,0.004,0.19,1.225,1.192542502,0.657914532,0.509415823,0.41652516
184,Paris,0.3,0.004,0.09,1.225,1.329592205,0.780520544,0.639487152,0.567421016
185,Paris,0.3,0.004,0.29,1.225,1.150010051,0.619864627,0.46904913,0.369695744
186,Paris,0.3,0.004,0.35,1.225,1.13615671,0.607471324,0.455901229,0.354442867
187,Paris,0.3,0.004,0.25,1.225,1.162939886,0.631431765,0.481320567,0.38393184
188,Paris,0.3,0.006,0.05,1.225,1.564453227,1.027777929,0.967292783,0.917164696
189,Paris,0.3,0.004,0.15,1.225,1.22543438,0.68733992,0.540632879,0.452740088
190,Paris,0.3,0.004,0.21,1.225,1.18079542,0.647405485,0.498266897,0.403591284
191,Paris,0.3,0.004,0.31,1.225,1.14479642,0.615200472,0.464100985,0.363955402
192,Paris,0.3,0.006,0.01,1.225,3.471658132,2.810669064,3.023182179,3.293303965
193,Paris,0.3,0.004,0.27,1.225,1.155996081,0.625219779,0.474730345,0.376286522
194,Paris,0.3,0.006,0.07,1.225,1.428224359,0.900428624,0.820443618,0.747440558
195,Paris,0.3,0.006,0.11,1.225,1.304380004,0.784656609,0.686944477,0.593146008
196,Paris,0.3,0.004,0.33,1.225,1.140214751,0.611101677,0.459752625,0.35891087
197,Paris,0.3,0.006,0.03,1.225,1.882320669,1.324926403,1.309940955,1.313187833
198,Paris,0.0,0.0,0.03,1.225,1.287653621,0.789722281,0.626598097,0.512963918
199,Paris,0.3,0.006,0.09,1.225,1.352541684,0.829679043,0.73886079,0.65314942
200,Paris,0.3,0.006,0.13,1.225,1.271037322,0.753487254,0.651002442,0.55160522
201,Paris,0.0,0.0,0.09,1.225,0.925243624,0.494530131,0.3534272,0.255136453
202,Paris,0.0,0.0,0.15,1.225,0.852761729,0.435491805,0.298793125,0.203571064
203,Paris,0.0,0.0,0.05,1.225,1.070207588,0.612606956,0.462695524,0.358267404
204,Paris,0.0,0.0,0.01,1.225,2.37488396,1.675299081,1.446111133,1.286446662
205,Paris,0.0,0.0,0.11,1.225,0.892297292,0.467694512,0.328593514,0.231697624
206,Paris,0.0,0.0,0.17,1.225,0.839970826,0.425073297,0.289151839,0.19447131
207,Paris,0.0,0.0,0.21,1.225,0.821698134,0.41018974,0.275378596,0.181471686
208,Paris,0.0,0.0,0.07,1.225,0.977016456,0.536700413,0.392451589,0.291968923
209,Paris,0.0,0.0,0.27,1.225,0.804440639,0.396133095,0.262370583,0.169194312
210,Paris,0.0,0.0,0.13,1.225,0.869488306,0.44911602,0.311400975,0.215470755
211,Paris,0.0,0.0,0.33,1.225,0.793458644,0.387188005,0.254092803,0.161381485
212,Paris,0.0,0.0,0.19,1.225,0.829872755,0.416848169,0.281540305,0.187287303
213,Paris,0.0,0.0,0.23,1.225,0.814945194,0.404689306,0.270288497,0.176667489
214,Paris,0.0,0.0,0.29,1.225,0.800275049,0.392740124,0.259230729,0.16623082
215,Paris,0.0,0.002,0.03,1.225,1.309932247,0.834528823,0.703196824,0.638825038
216,Paris,0.0,0.0,0.35,1.225,0.790634713,0.384887849,0.251964241,0.159372482
217,Paris,0.0,0.0,0.25,1.225,0.809272731,0.400068948,0.26601282,0.17263197
218,Paris,0.0,0.0,0.31,1.225,0.79664696,0.389784961,0.256496024,0.163649719
219,Paris,0.0,0.002,0.09,1.225,0.941251932,0.522588329,0.396632046,0.317736878
220,Paris,0.0,0.002,0.05,1.225,1.088724023,0.64736449,0.519257918,0.446172099
221,Paris,0.0,0.002,0.01,1.225,2.415973544,1.77035067,1.622891551,1.602089951
222,Paris,0.0,0.002,0.15,1.225,0.867515975,0.460200341,0.335319207,0.253519376
223,Paris,0.0,0.002,0.21,1.225,0.835914927,0.43346271,0.30904236,0.225997683
224,Paris,0.0,0.002,0.11,1.225,0.907735572,0.494230136,0.368762556,0.288547085
225,Paris,0.0,0.002,0.07,1.225,0.993920523,0.567151231,0.440426986,0.363606585
