,location,burn_in,long_term_degredation,initial_pce,module_cost,two_years_lcoe,five_years_lcoe,ten_years_lcoe,tw_five_years_lcoe
930,Durham,0.5,0.002,0.19,0.049,0.309348396,0.254303844,0.243337045,0.245128062
931,Durham,0.5,0.002,0.29,0.049,0.235007421,0.187896717,0.17738081,0.176644415
932,Durham,0.5,0.004,0.03,0.049,1.475762374,1.338224254,1.394150939,1.514337807
933,Durham,0.5,0.004,0.09,0.049,0.555137059,0.489046683,0.503014833,0.540787954
934,Durham,0.5,0.002,0.25,0.049,0.257607029,0.208084432,0.197431451,0.197463384
935,Durham,0.5,0.002,0.35,0.049,0.210793639,0.166267113,0.155898078,0.154338483
936,Durham,0.5,0.004,0.15,0.049,0.371012237,0.319211437,0.324787913,0.34607833
937,Durham,0.5,0.002,0.31,0.049,0.225894694,0.179756529,0.169295897,0.168249693
938,Durham,0.5,0.004,0.05,0.049,0.923387104,0.828717622,0.859469175,0.93020778
939,Durham,0.5,0.004,0.21,0.049,0.292101772,0.246425094,0.248405162,0.262631595
940,Durham,0.5,0.004,0.11,0.049,0.471443921,0.411848803,0.422002551,0.452283527
941,Durham,0.5,0.004,0.01,0.049,4.237639126,3.885757862,4.067560261,4.43498852
942,Durham,0.5,0.004,0.17,0.049,0.338519669,0.289240563,0.293336162,0.311717876
943,Durham,0.5,0.004,0.27,0.049,0.248262758,0.205988386,0.205970468,0.216272491
944,Durham,0.5,0.004,0.07,0.049,0.686654903,0.610357701,0.630319919,0.679866422
945,Durham,0.5,0.004,0.13,0.049,0.41350255,0.358404151,0.365917163,0.391011275
946,Durham,0.5,0.004,0.33,0.049,0.220365314,0.180256057,0.178966709,0.1867714
947,Durham,0.5,0.004,0.23,0.049,0.274947358,0.230602015,0.23180026,0.244491051
948,Durham,0.5,0.004,0.19,0.049,0.312867662,0.265579371,0.268505859,0.284591232
949,Durham,0.5,0.006,0.03,0.049,1.492744407,1.400312429,1.535499487,1.63770101
950,Durham,0.5,0.004,0.29,0.049,0.237680955,0.196227832,0.195727645,0.205082402
951,Durham,0.5,0.004,0.25,0.049,0.260537666,0.217310646,0.217852162,0.229253017
952,Durham,0.5,0.004,0.35,0.049,0.213191709,0.173639198,0.172022914,0.179185438
953,Durham,0.5,0.006,0.09,0.049,0.561525185,0.511736464,0.554013913,0.584842414
954,Durham,0.5,0.004,0.31,0.049,0.228464559,0.187726718,0.186806494,0.195336214
955,Durham,0.5,0.006,0.15,0.049,0.375281584,0.334021552,0.35771713,0.374271069
956,Durham,0.5,0.006,0.05,0.049,0.934012792,0.867166757,0.946608032,1.005985727
957,Durham,0.5,0.006,0.21,0.049,0.295463073,0.257858218,0.273590175,0.284026474
958,Durham,0.5,0.006,0.01,0.049,4.286402889,4.066041256,4.479957315,4.796278046
959,Durham,0.5,0.006,0.11,0.049,0.476868966,0.430956916,0.464788053,0.489128109
960,Durham,0.5,0.006,0.27,0.049,0.251119591,0.215545411,0.226853161,0.233890797
961,Durham,0.5,0.006,0.07,0.049,0.694556444,0.638675821,0.694226059,0.735250695
962,Durham,0.5,0.006,0.17,0.049,0.342415114,0.302660152,0.323076587,0.337111493
963,Durham,0.5,0.006,0.33,0.049,0.222901123,0.188619206,0.197111576,0.201986445
964,Durham,0.5,0.006,0.23,0.049,0.278111258,0.241301012,0.255301754,0.264408139
965,Durham,0.5,0.006,0.13,0.049,0.418260845,0.375032649,0.403016346,0.422864408
966,Durham,0.5,0.006,0.29,0.049,0.24041602,0.205332007,0.215571852,0.221789124
967,Durham,0.5,0.008,0.03,0.049,1.510121825,1.468442186,1.634929151,1.717069593
968,Durham,0.5,0.006,0.19,0.049,0.316467923,0.277901176,0.295728818,0.307775019
969,Durham,0.5,0.006,0.35,0.049,0.215644968,0.181695352,0.189463772,0.193782504
970,Durham,0.5,0.008,0.09,0.049,0.568062042,0.536634109,0.589888505,0.613185874
971,Durham,0.5,0.006,0.25,0.049,0.26353575,0.227392978,0.239939503,0.247928762
972,Durham,0.5,0.006,0.31,0.049,0.231093568,0.196436476,0.205746212,0.211248978
973,Durham,0.5,0.008,0.05,0.049,0.944885873,0.909357242,1.007904646,1.054739231
974,Durham,0.5,0.008,0.15,0.049,0.379650333,0.350272788,0.380880729,0.392409523
975,Durham,0.5,0.008,0.11,0.049,0.482420319,0.451924373,0.494884917,0.512832928
