Job.ProjectName,Burn-in,Long-Term Degredation,Initial PCE,Module Cost,job.Life,Finance.LCOE
Madrid,0.1,0.004,0.35,0.049,2,0.067112544
Madrid,0.1,0.004,0.31,0.049,2,0.071636586
Madrid,0.1,0.006,0.15,0.049,2,0.117586207
Madrid,0.1,0.006,0.05,0.049,2,0.286560737
Madrid,0.1,0.006,0.11,0.049,2,0.148308811
Madrid,0.1,0.006,0.01,0.049,2,1.300408896
Madrid,0.1,0.006,0.21,0.049,2,0.093447069
Madrid,0.1,0.006,0.17,0.049,2,0.107646554
Madrid,0.1,0.006,0.07,0.049,2,0.214143041
Madrid,0.1,0.006,0.27,0.049,2,0.080036484
Madrid,0.1,0.006,0.13,0.049,2,0.130584227
Madrid,0.1,0.006,0.33,0.049,2,0.071502513
Madrid,0.1,0.006,0.19,0.049,2,0.099799467
Madrid,0.1,0.006,0.23,0.049,2,0.088199443
Madrid,0.1,0.006,0.29,0.049,2,0.076799455
Madrid,0.1,0.008,0.03,0.049,2,0.47094185
Madrid,0.1,0.006,0.35,0.049,2,0.069308071
Madrid,0.1,0.006,0.25,0.049,2,0.083791442
Madrid,0.1,0.008,0.09,0.049,2,0.179792764
Madrid,0.1,0.006,0.31,0.049,2,0.073980113
Madrid,0.1,0.008,0.15,0.049,2,0.121563034
Madrid,0.1,0.008,0.05,0.049,2,0.296252369
Madrid,0.1,0.008,0.01,0.049,2,1.344389399
Madrid,0.1,0.008,0.21,0.049,2,0.096607498
Madrid,0.1,0.008,0.11,0.049,2,0.153324692
Madrid,0.1,0.008,0.07,0.049,2,0.22138547
Madrid,0.1,0.008,0.17,0.049,2,0.111287216
Madrid,0.1,0.008,0.23,0.049,2,0.091182394
Madrid,0.1,0.008,0.27,0.049,2,0.082743359
Madrid,0.1,0.008,0.13,0.049,2,0.135000653
Madrid,0.1,0.008,0.33,0.049,2,0.073920765
Madrid,0.1,0.008,0.19,0.049,2,0.103174736
Madrid,0.1,0.01,0.03,0.049,2,0.48742688
Madrid,0.1,0.008,0.25,0.049,2,0.086625312
Madrid,0.1,0.008,0.29,0.049,2,0.079396853
Madrid,0.1,0.01,0.09,0.049,2,0.186086299
Madrid,0.1,0.008,0.35,0.049,2,0.071652106
Madrid,0.1,0.01,0.05,0.049,2,0.306622501
Madrid,0.1,0.01,0.15,0.049,2,0.125818273
Madrid,0.1,0.008,0.31,0.049,2,0.076482159
Madrid,0.1,0.01,0.01,0.049,2,1.391448922
Madrid,0.1,0.01,0.21,0.049,2,0.099989183
Madrid,0.1,0.01,0.11,0.049,2,0.158691728
Madrid,0.1,0.01,0.27,0.049,2,0.085639739
Madrid,0.1,0.01,0.07,0.049,2,0.229134932
Madrid,0.1,0.01,0.17,0.049,2,0.115182757
Madrid,0.1,0.01,0.13,0.049,2,0.139726268
Madrid,0.1,0.01,0.23,0.049,2,0.094374177
Madrid,0.1,0.01,0.33,0.049,2,0.076508316
Madrid,0.1,0.01,0.29,0.049,2,0.082176091
Madrid,0.1,0.01,0.19,0.049,2,0.106786304
Madrid,0.1,0.012,0.03,0.049,2,0.50510787
Madrid,0.1,0.012,0.09,0.049,2,0.192836419
Madrid,0.1,0.01,0.25,0.049,2,0.089657578
Madrid,0.1,0.01,0.31,0.049,2,0.07915937
Madrid,0.1,0.012,0.15,0.049,2,0.130382223
Madrid,0.1,0.01,0.35,0.049,2,0.074160244
Madrid,0.1,0.012,0.05,0.049,2,0.317744968
Madrid,0.1,0.012,0.11,0.049,2,0.164448134
Madrid,0.1,0.012,0.21,0.049,2,0.103616205
Madrid,0.1,0.012,0.01,0.049,2,1.441922533
Madrid,0.1,0.012,0.27,0.049,2,0.088746247
Madrid,0.1,0.012,0.17,0.049,2,0.119360912
Madrid,0.1,0.012,0.07,0.049,2,0.237446604
Madrid,0.1,0.012,0.13,0.049,2,0.144794717
Madrid,0.1,0.012,0.33,0.049,2,0.079283589
Madrid,0.1,0.012,0.23,0.049,2,0.097797519
Madrid,0.1,0.012,0.19,0.049,2,0.110659886
Madrid,0.1,0.012,0.29,0.049,2,0.085156958
Madrid,0.1,0.012,0.25,0.049,2,0.092909829
Madrid,0.1,0.014,0.03,0.049,2,0.524119866
Madrid,0.1,0.012,0.35,0.049,2,0.076850343
Madrid,0.1,0.014,0.09,0.049,2,0.200094681
Madrid,0.1,0.012,0.31,0.049,2,0.082030807
Madrid,0.1,0.014,0.15,0.049,2,0.135289741
Madrid,0.1,0.014,0.01,0.049,2,1.496195745
Madrid,0.1,0.014,0.21,0.049,2,0.107516265
Madrid,0.1,0.014,0.05,0.049,2,0.329704723
Madrid,0.1,0.014,0.11,0.049,2,0.170637876
Madrid,0.1,0.014,0.27,0.049,2,0.09208661
Madrid,0.1,0.014,0.23,0.049,2,0.101478567
Madrid,0.1,0.014,0.17,0.049,2,0.123853594
Madrid,0.1,0.014,0.07,0.049,2,0.24638397
Madrid,0.1,0.014,0.33,0.049,2,0.082267782
Madrid,0.1,0.014,0.13,0.049,2,0.150244715
Madrid,0.1,0.014,0.29,0.049,2,0.088362221
Madrid,0.1,0.016,0.03,0.049,2,0.544619043
Madrid,0.1,0.014,0.19,0.049,2,0.114825066
Madrid,0.1,0.014,0.35,0.049,2,0.07974295
Madrid,0.1,0.014,0.25,0.049,2,0.096406907
Madrid,0.1,0.016,0.05,0.049,2,0.342600009
Madrid,0.1,0.014,0.31,0.049,2,0.085118404
Madrid,0.1,0.016,0.09,0.049,2,0.207920708
Madrid,0.1,0.016,0.15,0.049,2,0.140581142
Madrid,0.1,0.016,0.01,0.049,2,1.554714383
Madrid,0.1,0.016,0.07,0.049,2,0.256020446
Madrid,0.1,0.016,0.21,0.049,2,0.1117214
Madrid,0.1,0.016,0.11,0.049,2,0.177311799
Madrid,0.1,0.016,0.27,0.049,2,0.095688266
Madrid,0.1,0.016,0.17,0.049,2,0.128697709
Madrid,0.1,0.016,0.33,0.049,2,0.085485408
Madrid,0.1,0.016,0.23,0.049,2,0.105447558
Madrid,0.1,0.018,0.03,0.049,2,0.566787
Madrid,0.1,0.016,0.13,0.049,2,0.156121029
Madrid,0.1,0.016,0.29,0.049,2,0.091818211
Madrid,0.1,0.018,0.09,0.049,2,0.21638383
Madrid,0.1,0.016,0.19,0.049,2,0.11931606
Madrid,0.1,0.016,0.35,0.049,2,0.082861826
Madrid,0.1,0.016,0.25,0.049,2,0.100177537
Madrid,0.1,0.018,0.05,0.049,2,0.356545063
Madrid,0.1,0.016,0.31,0.049,2,0.088447523
Madrid,0.1,0.018,0.11,0.049,2,0.184529028
Madrid,0.1,0.018,0.01,0.049,2,1.61799686
Madrid,0.1,0.018,0.15,0.049,2,0.146303301
Madrid,0.1,0.018,0.07,0.049,2,0.266441401
Madrid,0.1,0.018,0.21,0.049,2,0.116268864
Madrid,0.1,0.018,0.13,0.049,2,0.162475717
Madrid,0.1,0.018,0.27,0.049,2,0.099583123
Madrid,0.1,0.018,0.17,0.049,2,0.133936169
Madrid,0.1,0.018,0.23,0.049,2,0.109739653
Madrid,0.1,0.018,0.33,0.049,2,0.088964972
Madrid,0.1,0.018,0.19,0.049,2,0.124172654
Madrid,0.1,0.018,0.29,0.049,2,0.095555543
Madrid,0.2,0,0.03,0.049,2,0.454116161
Madrid,0.2,0,0.09,0.049,2,0.173369174
Madrid,0.1,0.018,0.25,0.049,2,0.104255123
Madrid,0.1,0.018,0.35,0.049,2,0.086234601
Madrid,0.2,0,0.15,0.049,2,0.117219861
Madrid,0.1,0.018,0.31,0.049,2,0.092047656
Madrid,0.2,0,0.05,0.049,2,0.285667941
Madrid,0.2,0,0.11,0.049,2,0.147846747
Madrid,0.2,0,0.01,0.049,2,1.2963574
Madrid,0.2,0,0.17,0.049,2,0.107311175
Madrid,0.2,0,0.21,0.049,2,0.09315593
Madrid,0.2,0,0.07,0.049,2,0.213475867
Madrid,0.2,0,0.27,0.049,2,0.079787126
Madrid,0.2,0,0.13,0.049,2,0.130177384
Madrid,0.2,0,0.19,0.049,2,0.099488536
Madrid,0.2,0,0.23,0.049,2,0.087924652
Madrid,0.2,0,0.33,0.049,2,0.071279743
Madrid,0.2,0,0.29,0.049,2,0.076560183
Madrid,0.2,0.002,0.03,0.049,2,0.478033512
Madrid,0.2,0,0.25,0.049,2,0.083530385
Madrid,0.2,0,0.35,0.049,2,0.069092138
Madrid,0.2,0,0.31,0.049,2,0.073749624
Madrid,0.2,0.002,0.09,0.049,2,0.182500167
Madrid,0.2,0.002,0.15,0.049,2,0.123393587
Madrid,0.2,0.002,0.05,0.049,2,0.300713476
Madrid,0.2,0.002,0.01,0.049,2,1.364633842
Madrid,0.2,0.002,0.21,0.049,2,0.098062258
Madrid,0.2,0.002,0.11,0.049,2,0.155633526
Madrid,0.2,0.002,0.17,0.049,2,0.112963031
Madrid,0.2,0.002,0.07,0.049,2,0.224719196
Madrid,0.2,0.002,0.27,0.049,2,0.083989347
Madrid,0.2,0.002,0.23,0.049,2,0.092555461
Madrid,0.2,0.002,0.33,0.049,2,0.075033898
Madrid,0.2,0.002,0.13,0.049,2,0.137033556
Madrid,0.2,0.002,0.19,0.049,2,0.10472839
Madrid,0.2,0.004,0.03,0.049,2,0.493064395
Madrid,0.2,0.002,0.29,0.049,2,0.080592448
Madrid,0.2,0.002,0.25,0.049,2,0.087929756
Madrid,0.2,0.002,0.35,0.049,2,0.072731077
Madrid,0.2,0.004,0.09,0.049,2,0.188238549
Madrid,0.2,0.004,0.05,0.049,2,0.310168857
Madrid,0.2,0.002,0.31,0.049,2,0.077633863
Madrid,0.2,0.004,0.15,0.049,2,0.127273471
Madrid,0.2,0.004,0.01,0.049,2,1.407542237
Madrid,0.2,0.004,0.21,0.049,2,0.101145645
Madrid,0.2,0.004,0.11,0.049,2,0.160527136
Madrid,0.2,0.004,0.07,0.049,2,0.231785076
Madrid,0.2,0.004,0.27,0.049,2,0.086630237
Madrid,0.2,0.004,0.17,0.049,2,0.116514945
Madrid,0.2,0.004,0.23,0.049,2,0.095465696
Madrid,0.2,0.004,0.13,0.049,2,0.141342323
Madrid,0.2,0.004,0.29,0.049,2,0.083126529
Madrid,0.2,0.004,0.33,0.049,2,0.077393201
Madrid,0.2,0.004,0.19,0.049,2,0.108021381
Madrid,0.2,0.006,0.03,0.049,2,0.5090712
Madrid,0.2,0.004,0.25,0.049,2,0.090694545
Madrid,0.2,0.006,0.09,0.049,2,0.194349511
Madrid,0.2,0.004,0.31,0.049,2,0.080074916
Madrid,0.2,0.004,0.35,0.049,2,0.075017972
Madrid,0.2,0.006,0.05,0.049,2,0.320238155
Madrid,0.2,0.006,0.15,0.049,2,0.131405267
Madrid,0.2,0.006,0.21,0.049,2,0.10442923
Madrid,0.2,0.006,0.11,0.049,2,0.165738476
Madrid,0.2,0.006,0.01,0.049,2,1.453236581
Madrid,0.2,0.006,0.07,0.049,2,0.239309729
Madrid,0.2,0.006,0.27,0.049,2,0.089442595
Madrid,0.2,0.006,0.17,0.049,2,0.120297478
Madrid,0.2,0.006,0.33,0.049,2,0.079905688
Madrid,0.2,0.006,0.13,0.049,2,0.14593085
Madrid,0.2,0.006,0.23,0.049,2,0.098564887
Madrid,0.2,0.006,0.19,0.049,2,0.111528179
Madrid,0.2,0.006,0.29,0.049,2,0.085825142
Madrid,0.2,0.008,0.03,0.049,2,0.526152164
Madrid,0.2,0.006,0.35,0.049,2,0.07745335
Madrid,0.2,0.006,0.25,0.049,2,0.093638846
Madrid,0.2,0.008,0.09,0.049,2,0.200870557
Madrid,0.2,0.006,0.31,0.049,2,0.082674462
Madrid,0.2,0.008,0.15,0.049,2,0.135814333
Madrid,0.2,0.008,0.01,0.049,2,1.501997308
Madrid,0.2,0.008,0.21,0.049,2,0.107933164
Madrid,0.2,0.008,0.05,0.049,2,0.330983167
Madrid,0.2,0.008,0.11,0.049,2,0.171299531
Madrid,0.2,0.008,0.27,0.049,2,0.092443679
Madrid,0.2,0.008,0.23,0.049,2,0.101872054
Madrid,0.2,0.008,0.17,0.049,2,0.124333842
Madrid,0.2,0.008,0.07,0.049,2,0.247339335
Madrid,0.2,0.008,0.33,0.049,2,0.082586779
Madrid,0.2,0.008,0.13,0.049,2,0.150827295
Madrid,0.2,0.01,0.03,0.049,2,0.544419165
Madrid,0.2,0.008,0.29,0.049,2,0.088704849
Madrid,0.2,0.008,0.25,0.049,2,0.096780728
Madrid,0.2,0.008,0.19,0.049,2,0.115270305
Madrid,0.2,0.008,0.35,0.049,2,0.080052157
Madrid,0.2,0.01,0.05,0.049,2,0.342474272
Madrid,0.2,0.008,0.31,0.049,2,0.085448454
Madrid,0.2,0.01,0.09,0.049,2,0.2078444
Madrid,0.2,0.01,0.15,0.049,2,0.140529548
Madrid,0.2,0.01,0.01,0.049,2,1.554143793
Madrid,0.2,0.01,0.07,0.049,2,0.255926485
Madrid,0.2,0.01,0.11,0.049,2,0.177246725
Madrid,0.2,0.01,0.21,0.049,2,0.111680398
Madrid,0.2,0.01,0.17,0.049,2,0.128650476
Madrid,0.2,0.01,0.27,0.049,2,0.095653148
Madrid,0.2,0.01,0.13,0.049,2,0.156063732
Madrid,0.2,0.01,0.33,0.049,2,0.085454035
Madrid,0.2,0.01,0.23,0.049,2,0.105408858
Madrid,0.2,0.01,0.19,0.049,2,0.11927227
Madrid,0.2,0.01,0.29,0.049,2,0.091784513
Madrid,0.2,0.012,0.03,0.049,2,0.564000176
Madrid,0.2,0.012,0.09,0.049,2,0.215319897
Madrid,0.2,0.01,0.35,0.049,2,0.082831415
Madrid,0.2,0.01,0.25,0.049,2,0.100140771
Madrid,0.2,0.01,0.31,0.049,2,0.088415062
Madrid,0.2,0.012,0.05,0.049,2,0.354791974
Madrid,0.2,0.012,0.11,0.049,2,0.183621721
Madrid,0.2,0.012,0.15,0.049,2,0.145583945
Madrid,0.2,0.012,0.01,0.049,2,1.610041363
Madrid,0.2,0.012,0.21,0.049,2,0.115697183
Madrid,0.2,0.012,0.07,0.049,2,0.265131341
Madrid,0.2,0.012,0.13,0.049,2,0.161676844
Madrid,0.2,0.012,0.17,0.049,2,0.133277621
Madrid,0.2,0.012,0.27,0.049,2,0.099093485
Madrid,0.2,0.012,0.23,0.049,2,0.109200076
Madrid,0.2,0.012,0.19,0.049,2,0.123562112
Madrid,0.2,0.012,0.33,0.049,2,0.088527542
Madrid,0.2,0.014,0.03,0.049,2,0.585042271
Madrid,0.2,0.012,0.29,0.049,2,0.095085708
Madrid,0.2,0.012,0.25,0.049,2,0.103742513
Madrid,0.2,0.014,0.09,0.049,2,0.223353195
Madrid,0.2,0.012,0.35,0.049,2,0.085810595
Madrid,0.2,0.014,0.15,0.049,2,0.151015488
Madrid,0.2,0.012,0.31,0.049,2,0.091595068
Madrid,0.2,0.014,0.05,0.049,2,0.36802879
Madrid,0.2,0.014,0.11,0.049,2,0.190472403
Madrid,0.2,0.014,0.21,0.049,2,0.120013691
Madrid,0.2,0.014,0.01,0.049,2,1.67010986
Madrid,0.2,0.014,0.17,0.049,2,0.138250032
